receipt_date,region,channel,brand,sum,sum_of_brand,total_amount,percent_of_brand_sales
2019-08-30,г. Москва,nonchain,marlboro,33323,6159519,18989072,0.32
2019-08-31,Ленинградская область,chain,marlboro,4261,6159519,18989072,0.32
2019-08-31,Ленинградская область,nonchain,marlboro,29894,6159519,18989072,0.32
2019-08-31,Московская область,chain,marlboro,3249,6159519,18989072,0.32
2019-08-31,Московская область,nonchain,marlboro,28465,6159519,18989072,0.32
2019-08-31,Новосибирская область,chain,marlboro,5740,6159519,18989072,0.32
2019-08-31,Новосибирская область,nonchain,marlboro,23785,6159519,18989072,0.32
2019-08-31,Санкт-Петербург,chain,marlboro,14761,6159519,18989072,0.32
2019-08-31,Санкт-Петербург,nonchain,marlboro,54857,6159519,18989072,0.32
2019-08-31,Свердловская область,chain,marlboro,4871,6159519,18989072,0.32
2019-08-31,Свердловская область,nonchain,marlboro,6841,6159519,18989072,0.32
2019-08-31,г. Москва,chain,marlboro,1758,6159519,18989072,0.32
2019-08-31,г. Москва,nonchain,marlboro,33546,6159519,18989072,0.32
2019-08-01,Ленинградская область,chain,parliament,1179,12829553,18989072,0.68
2019-08-01,Ленинградская область,nonchain,parliament,60506,12829553,18989072,0.68
2019-08-01,Московская область,chain,parliament,5389,12829553,18989072,0.68
2019-08-01,Московская область,nonchain,parliament,60559,12829553,18989072,0.68
2019-08-01,Новосибирская область,chain,parliament,25996,12829553,18989072,0.68
2019-08-01,Новосибирская область,nonchain,parliament,41659,12829553,18989072,0.68
2019-08-01,Санкт-Петербург,chain,parliament,19585,12829553,18989072,0.68
2019-08-01,Санкт-Петербург,nonchain,parliament,64657,12829553,18989072,0.68
2019-08-01,Свердловская область,chain,parliament,20050,12829553,18989072,0.68
2019-08-01,Свердловская область,nonchain,parliament,39811,12829553,18989072,0.68
2019-08-01,г. Москва,chain,parliament,25585,12829553,18989072,0.68
2019-08-01,г. Москва,nonchain,parliament,83710,12829553,18989072,0.68
2019-08-02,Ленинградская область,chain,parliament,4284,12829553,18989072,0.68
2019-08-02,Ленинградская область,nonchain,parliament,58585,12829553,18989072,0.68
2019-08-02,Московская область,chain,parliament,3658,12829553,18989072,0.68
2019-08-02,Московская область,nonchain,parliament,64406,12829553,18989072,0.68
2019-08-02,Новосибирская область,chain,parliament,44578,12829553,18989072,0.68
2019-08-02,Новосибирская область,nonchain,parliament,49967,12829553,18989072,0.68
2019-08-02,Санкт-Петербург,chain,parliament,25571,12829553,18989072,0.68
2019-08-02,Санкт-Петербург,nonchain,parliament,59882,12829553,18989072,0.68
2019-08-02,Свердловская область,chain,parliament,16990,12829553,18989072,0.68
2019-08-02,Свердловская область,nonchain,parliament,59288,12829553,18989072,0.68
2019-08-02,г. Москва,chain,parliament,11280,12829553,18989072,0.68
2019-08-02,г. Москва,nonchain,parliament,73285,12829553,18989072,0.68
2019-08-03,Ленинградская область,chain,parliament,2875,12829553,18989072,0.68
2019-08-03,Ленинградская область,nonchain,parliament,70526,12829553,18989072,0.68
2019-08-03,Московская область,chain,parliament,6272,12829553,18989072,0.68
2019-08-03,Московская область,nonchain,parliament,62770,12829553,18989072,0.68
2019-08-03,Новосибирская область,chain,parliament,35146,12829553,18989072,0.68
2019-08-03,Новосибирская область,nonchain,parliament,41822,12829553,18989072,0.68
2019-08-03,Санкт-Петербург,chain,parliament,22721,12829553,18989072,0.68
2019-08-03,Санкт-Петербург,nonchain,parliament,62751,12829553,18989072,0.68
2019-08-03,Свердловская область,chain,parliament,16055,12829553,18989072,0.68
2019-08-03,Свердловская область,nonchain,parliament,44505,12829553,18989072,0.68
2019-08-03,г. Москва,chain,parliament,6411,12829553,18989072,0.68
2019-08-03,г. Москва,nonchain,parliament,52747,12829553,18989072,0.68
2019-08-04,Ленинградская область,chain,parliament,5826,12829553,18989072,0.68
2019-08-04,Ленинградская область,nonchain,parliament,49481,12829553,18989072,0.68
2019-08-04,Московская область,chain,parliament,4814,12829553,18989072,0.68
2019-08-04,Московская область,nonchain,parliament,66018,12829553,18989072,0.68
2019-08-04,Новосибирская область,chain,parliament,24367,12829553,18989072,0.68
2019-08-04,Новосибирская область,nonchain,parliament,33052,12829553,18989072,0.68
2019-08-04,Санкт-Петербург,chain,parliament,18358,12829553,18989072,0.68
2019-08-04,Санкт-Петербург,nonchain,parliament,41452,12829553,18989072,0.68
2019-08-04,Свердловская область,chain,parliament,14603,12829553,18989072,0.68
2019-08-04,Свердловская область,nonchain,parliament,43512,12829553,18989072,0.68
2019-08-04,г. Москва,chain,parliament,5556,12829553,18989072,0.68
2019-08-04,г. Москва,nonchain,parliament,55438,12829553,18989072,0.68
2019-08-05,Ленинградская область,chain,parliament,4290,12829553,18989072,0.68
2019-08-05,Ленинградская область,nonchain,parliament,57308,12829553,18989072,0.68
2019-08-05,Московская область,chain,parliament,4638,12829553,18989072,0.68
2019-08-05,Московская область,nonchain,parliament,59850,12829553,18989072,0.68
2019-08-05,Новосибирская область,chain,parliament,25234,12829553,18989072,0.68
2019-08-05,Новосибирская область,nonchain,parliament,32787,12829553,18989072,0.68
2019-08-05,Санкт-Петербург,chain,parliament,20053,12829553,18989072,0.68
2019-08-05,Санкт-Петербург,nonchain,parliament,51959,12829553,18989072,0.68
2019-08-05,Свердловская область,chain,parliament,21506,12829553,18989072,0.68
2019-08-05,Свердловская область,nonchain,parliament,52674,12829553,18989072,0.68
2019-08-05,г. Москва,chain,parliament,10688,12829553,18989072,0.68
2019-08-05,г. Москва,nonchain,parliament,43564,12829553,18989072,0.68
2019-08-06,Ленинградская область,chain,parliament,5140,12829553,18989072,0.68
2019-08-06,Ленинградская область,nonchain,parliament,58317,12829553,18989072,0.68
2019-08-06,Московская область,chain,parliament,8945,12829553,18989072,0.68
2019-08-06,Московская область,nonchain,parliament,58930,12829553,18989072,0.68
2019-08-06,Новосибирская область,chain,parliament,24041,12829553,18989072,0.68
2019-08-06,Новосибирская область,nonchain,parliament,31202,12829553,18989072,0.68
2019-08-06,Санкт-Петербург,chain,parliament,16299,12829553,18989072,0.68
2019-08-06,Санкт-Петербург,nonchain,parliament,42763,12829553,18989072,0.68
2019-08-06,Свердловская область,chain,parliament,13749,12829553,18989072,0.68
2019-08-06,Свердловская область,nonchain,parliament,53267,12829553,18989072,0.68
2019-08-06,г. Москва,chain,parliament,7902,12829553,18989072,0.68
2019-08-06,г. Москва,nonchain,parliament,63259,12829553,18989072,0.68
2019-08-07,Ленинградская область,chain,parliament,4469,12829553,18989072,0.68
2019-08-07,Ленинградская область,nonchain,parliament,53869,12829553,18989072,0.68
2019-08-07,Московская область,chain,parliament,7232,12829553,18989072,0.68
2019-08-07,Московская область,nonchain,parliament,71205,12829553,18989072,0.68
2019-08-07,Новосибирская область,chain,parliament,37214,12829553,18989072,0.68
2019-08-07,Новосибирская область,nonchain,parliament,40314,12829553,18989072,0.68
2019-08-07,Санкт-Петербург,chain,parliament,21745,12829553,18989072,0.68
2019-08-07,Санкт-Петербург,nonchain,parliament,48221,12829553,18989072,0.68
2019-08-07,Свердловская область,chain,parliament,16426,12829553,18989072,0.68
2019-08-07,Свердловская область,nonchain,parliament,37972,12829553,18989072,0.68
2019-08-07,г. Москва,chain,parliament,9852,12829553,18989072,0.68
2019-08-07,г. Москва,nonchain,parliament,67930,12829553,18989072,0.68
2019-08-08,Ленинградская область,chain,parliament,2245,12829553,18989072,0.68
2019-08-08,Ленинградская область,nonchain,parliament,68723,12829553,18989072,0.68
2019-08-08,Московская область,chain,parliament,6642,12829553,18989072,0.68
2019-08-08,Московская область,nonchain,parliament,67656,12829553,18989072,0.68
2019-08-08,Новосибирская область,chain,parliament,32155,12829553,18989072,0.68
2019-08-08,Новосибирская область,nonchain,parliament,36194,12829553,18989072,0.68
2019-08-08,Санкт-Петербург,chain,parliament,19729,12829553,18989072,0.68
2019-08-08,Санкт-Петербург,nonchain,parliament,61153,12829553,18989072,0.68
2019-08-08,Свердловская область,chain,parliament,16909,12829553,18989072,0.68
2019-08-08,Свердловская область,nonchain,parliament,39055,12829553,18989072,0.68
2019-08-08,г. Москва,chain,parliament,8054,12829553,18989072,0.68
2019-08-08,г. Москва,nonchain,parliament,61611,12829553,18989072,0.68
2019-08-09,Ленинградская область,chain,parliament,4314,12829553,18989072,0.68
2019-08-09,Ленинградская область,nonchain,parliament,61916,12829553,18989072,0.68
2019-08-09,Московская область,chain,parliament,6469,12829553,18989072,0.68
2019-08-09,Московская область,nonchain,parliament,69529,12829553,18989072,0.68
2019-08-09,Новосибирская область,chain,parliament,32383,12829553,18989072,0.68
2019-08-09,Новосибирская область,nonchain,parliament,38471,12829553,18989072,0.68
2019-08-09,Санкт-Петербург,chain,parliament,20242,12829553,18989072,0.68
2019-08-09,Санкт-Петербург,nonchain,parliament,62556,12829553,18989072,0.68
2019-08-09,Свердловская область,chain,parliament,17756,12829553,18989072,0.68
2019-08-09,Свердловская область,nonchain,parliament,49087,12829553,18989072,0.68
2019-08-09,г. Москва,chain,parliament,8550,12829553,18989072,0.68
2019-08-09,г. Москва,nonchain,parliament,82234,12829553,18989072,0.68
2019-08-10,Ленинградская область,chain,parliament,3041,12829553,18989072,0.68
2019-08-10,Ленинградская область,nonchain,parliament,80980,12829553,18989072,0.68
2019-08-10,Московская область,chain,parliament,3587,12829553,18989072,0.68
2019-08-10,Московская область,nonchain,parliament,54122,12829553,18989072,0.68
2019-08-10,Новосибирская область,chain,parliament,38301,12829553,18989072,0.68
2019-08-10,Новосибирская область,nonchain,parliament,40302,12829553,18989072,0.68
2019-08-10,Санкт-Петербург,chain,parliament,8850,12829553,18989072,0.68
2019-08-10,Санкт-Петербург,nonchain,parliament,43086,12829553,18989072,0.68
2019-08-10,Свердловская область,chain,parliament,22282,12829553,18989072,0.68
2019-08-10,Свердловская область,nonchain,parliament,52118,12829553,18989072,0.68
2019-08-10,г. Москва,chain,parliament,6081,12829553,18989072,0.68
2019-08-10,г. Москва,nonchain,parliament,48740,12829553,18989072,0.68
2019-08-11,Ленинградская область,chain,parliament,2075,12829553,18989072,0.68
2019-08-11,Ленинградская область,nonchain,parliament,55134,12829553,18989072,0.68
2019-08-11,Московская область,chain,parliament,3165,12829553,18989072,0.68
2019-08-11,Московская область,nonchain,parliament,63662,12829553,18989072,0.68
2019-08-11,Новосибирская область,chain,parliament,31307,12829553,18989072,0.68
2019-08-11,Новосибирская область,nonchain,parliament,26331,12829553,18989072,0.68
2019-08-11,Санкт-Петербург,chain,parliament,22122,12829553,18989072,0.68
2019-08-11,Санкт-Петербург,nonchain,parliament,42407,12829553,18989072,0.68
2019-08-11,Свердловская область,chain,parliament,15279,12829553,18989072,0.68
2019-08-11,Свердловская область,nonchain,parliament,43172,12829553,18989072,0.68
2019-08-11,г. Москва,chain,parliament,6048,12829553,18989072,0.68
2019-08-11,г. Москва,nonchain,parliament,60002,12829553,18989072,0.68
2019-08-12,Ленинградская область,chain,parliament,2756,12829553,18989072,0.68
2019-08-12,Ленинградская область,nonchain,parliament,53686,12829553,18989072,0.68
2019-08-12,Московская область,chain,parliament,6680,12829553,18989072,0.68
2019-08-12,Московская область,nonchain,parliament,70311,12829553,18989072,0.68
2019-08-12,Новосибирская область,chain,parliament,36149,12829553,18989072,0.68
2019-08-12,Новосибирская область,nonchain,parliament,41600,12829553,18989072,0.68
2019-08-12,Санкт-Петербург,chain,parliament,22442,12829553,18989072,0.68
2019-08-12,Санкт-Петербург,nonchain,parliament,74475,12829553,18989072,0.68
2019-08-12,Свердловская область,chain,parliament,19553,12829553,18989072,0.68
2019-08-12,Свердловская область,nonchain,parliament,43305,12829553,18989072,0.68
2019-08-12,г. Москва,chain,parliament,10007,12829553,18989072,0.68
2019-08-12,г. Москва,nonchain,parliament,60078,12829553,18989072,0.68
2019-08-13,Ленинградская область,chain,parliament,1752,12829553,18989072,0.68
2019-08-13,Ленинградская область,nonchain,parliament,55124,12829553,18989072,0.68
2019-08-13,Московская область,chain,parliament,4698,12829553,18989072,0.68
2019-08-13,Московская область,nonchain,parliament,61877,12829553,18989072,0.68
2019-08-13,Новосибирская область,chain,parliament,31061,12829553,18989072,0.68
2019-08-13,Новосибирская область,nonchain,parliament,37482,12829553,18989072,0.68
2019-08-13,Санкт-Петербург,chain,parliament,15547,12829553,18989072,0.68
2019-08-13,Санкт-Петербург,nonchain,parliament,54380,12829553,18989072,0.68
2019-08-13,Свердловская область,chain,parliament,15705,12829553,18989072,0.68
2019-08-13,Свердловская область,nonchain,parliament,32495,12829553,18989072,0.68
2019-08-13,г. Москва,chain,parliament,7456,12829553,18989072,0.68
2019-08-13,г. Москва,nonchain,parliament,49563,12829553,18989072,0.68
2019-08-14,Ленинградская область,chain,parliament,816,12829553,18989072,0.68
2019-08-14,Ленинградская область,nonchain,parliament,52286,12829553,18989072,0.68
2019-08-14,Московская область,chain,parliament,4470,12829553,18989072,0.68
2019-08-14,Московская область,nonchain,parliament,52836,12829553,18989072,0.68
2019-08-14,Новосибирская область,chain,parliament,37779,12829553,18989072,0.68
2019-08-14,Новосибирская область,nonchain,parliament,42513,12829553,18989072,0.68
2019-08-14,Санкт-Петербург,chain,parliament,18513,12829553,18989072,0.68
2019-08-14,Санкт-Петербург,nonchain,parliament,55141,12829553,18989072,0.68
2019-08-14,Свердловская область,chain,parliament,20905,12829553,18989072,0.68
2019-08-14,Свердловская область,nonchain,parliament,57699,12829553,18989072,0.68
2019-08-14,г. Москва,chain,parliament,8987,12829553,18989072,0.68
2019-08-14,г. Москва,nonchain,parliament,52759,12829553,18989072,0.68
2019-08-15,Ленинградская область,chain,parliament,2888,12829553,18989072,0.68
2019-08-15,Ленинградская область,nonchain,parliament,79570,12829553,18989072,0.68
2019-08-15,Московская область,chain,parliament,2058,12829553,18989072,0.68
2019-08-15,Московская область,nonchain,parliament,63217,12829553,18989072,0.68
2019-08-15,Новосибирская область,chain,parliament,37115,12829553,18989072,0.68
2019-08-15,Новосибирская область,nonchain,parliament,30402,12829553,18989072,0.68
2019-08-15,Санкт-Петербург,chain,parliament,20857,12829553,18989072,0.68
2019-08-15,Санкт-Петербург,nonchain,parliament,62708,12829553,18989072,0.68
2019-08-15,Свердловская область,chain,parliament,19102,12829553,18989072,0.68
2019-08-15,Свердловская область,nonchain,parliament,46056,12829553,18989072,0.68
2019-08-15,г. Москва,chain,parliament,7294,12829553,18989072,0.68
2019-08-15,г. Москва,nonchain,parliament,64837,12829553,18989072,0.68
2019-08-16,Ленинградская область,chain,parliament,804,12829553,18989072,0.68
2019-08-16,Ленинградская область,nonchain,parliament,69351,12829553,18989072,0.68
2019-08-16,Московская область,chain,parliament,5966,12829553,18989072,0.68
2019-08-16,Московская область,nonchain,parliament,71939,12829553,18989072,0.68
2019-08-16,Новосибирская область,chain,parliament,37944,12829553,18989072,0.68
2019-08-16,Новосибирская область,nonchain,parliament,43768,12829553,18989072,0.68
2019-08-16,Санкт-Петербург,chain,parliament,19135,12829553,18989072,0.68
2019-08-16,Санкт-Петербург,nonchain,parliament,52118,12829553,18989072,0.68
2019-08-16,Свердловская область,chain,parliament,20175,12829553,18989072,0.68
2019-08-16,Свердловская область,nonchain,parliament,48459,12829553,18989072,0.68
2019-08-16,г. Москва,chain,parliament,9747,12829553,18989072,0.68
2019-08-16,г. Москва,nonchain,parliament,68121,12829553,18989072,0.68
2019-08-17,Ленинградская область,chain,parliament,5426,12829553,18989072,0.68
2019-08-17,Ленинградская область,nonchain,parliament,55190,12829553,18989072,0.68
2019-08-17,Московская область,chain,parliament,6728,12829553,18989072,0.68
2019-08-17,Московская область,nonchain,parliament,59260,12829553,18989072,0.68
2019-08-17,Новосибирская область,chain,parliament,24713,12829553,18989072,0.68
2019-08-17,Новосибирская область,nonchain,parliament,32670,12829553,18989072,0.68
2019-08-17,Санкт-Петербург,chain,parliament,11679,12829553,18989072,0.68
2019-08-17,Санкт-Петербург,nonchain,parliament,51372,12829553,18989072,0.68
2019-08-17,Свердловская область,chain,parliament,21686,12829553,18989072,0.68
2019-08-17,Свердловская область,nonchain,parliament,48601,12829553,18989072,0.68
2019-08-17,г. Москва,chain,parliament,3945,12829553,18989072,0.68
2019-08-17,г. Москва,nonchain,parliament,43792,12829553,18989072,0.68
2019-08-18,Ленинградская область,chain,parliament,2697,12829553,18989072,0.68
2019-08-18,Ленинградская область,nonchain,parliament,51963,12829553,18989072,0.68
2019-08-18,Московская область,chain,parliament,6488,12829553,18989072,0.68
2019-08-18,Московская область,nonchain,parliament,68668,12829553,18989072,0.68
2019-08-18,Новосибирская область,chain,parliament,24062,12829553,18989072,0.68
2019-08-18,Новосибирская область,nonchain,parliament,24725,12829553,18989072,0.68
2019-08-18,Санкт-Петербург,chain,parliament,18786,12829553,18989072,0.68
2019-08-18,Санкт-Петербург,nonchain,parliament,38579,12829553,18989072,0.68
2019-08-18,Свердловская область,chain,parliament,19231,12829553,18989072,0.68
2019-08-18,Свердловская область,nonchain,parliament,40453,12829553,18989072,0.68
2019-08-18,г. Москва,chain,parliament,4969,12829553,18989072,0.68
2019-08-18,г. Москва,nonchain,parliament,45317,12829553,18989072,0.68
2019-08-19,Ленинградская область,chain,parliament,6839,12829553,18989072,0.68
2019-08-19,Ленинградская область,nonchain,parliament,76076,12829553,18989072,0.68
2019-08-19,Московская область,chain,parliament,2916,12829553,18989072,0.68
2019-08-19,Московская область,nonchain,parliament,64600,12829553,18989072,0.68
2019-08-19,Новосибирская область,chain,parliament,22048,12829553,18989072,0.68
2019-08-19,Новосибирская область,nonchain,parliament,26772,12829553,18989072,0.68
2019-08-19,Санкт-Петербург,chain,parliament,34692,12829553,18989072,0.68
2019-08-19,Санкт-Петербург,nonchain,parliament,49712,12829553,18989072,0.68
2019-08-19,Свердловская область,chain,parliament,20278,12829553,18989072,0.68
2019-08-19,Свердловская область,nonchain,parliament,56537,12829553,18989072,0.68
2019-08-19,г. Москва,chain,parliament,7821,12829553,18989072,0.68
2019-08-19,г. Москва,nonchain,parliament,71569,12829553,18989072,0.68
2019-08-20,Ленинградская область,chain,parliament,4058,12829553,18989072,0.68
2019-08-20,Ленинградская область,nonchain,parliament,55052,12829553,18989072,0.68
2019-08-20,Московская область,chain,parliament,4013,12829553,18989072,0.68
2019-08-20,Московская область,nonchain,parliament,66885,12829553,18989072,0.68
2019-08-20,Новосибирская область,chain,parliament,37501,12829553,18989072,0.68
2019-08-20,Новосибирская область,nonchain,parliament,42296,12829553,18989072,0.68
2019-08-20,Санкт-Петербург,chain,parliament,22520,12829553,18989072,0.68
2019-08-20,Санкт-Петербург,nonchain,parliament,54517,12829553,18989072,0.68
2019-08-20,Свердловская область,chain,parliament,16505,12829553,18989072,0.68
2019-08-20,Свердловская область,nonchain,parliament,47620,12829553,18989072,0.68
2019-08-20,г. Москва,chain,parliament,9607,12829553,18989072,0.68
2019-08-20,г. Москва,nonchain,parliament,90284,12829553,18989072,0.68
2019-08-21,Ленинградская область,chain,parliament,8365,12829553,18989072,0.68
2019-08-21,Ленинградская область,nonchain,parliament,43897,12829553,18989072,0.68
2019-08-21,Московская область,chain,parliament,7413,12829553,18989072,0.68
2019-08-21,Московская область,nonchain,parliament,50830,12829553,18989072,0.68
2019-08-21,Новосибирская область,chain,parliament,29959,12829553,18989072,0.68
2019-08-21,Новосибирская область,nonchain,parliament,38096,12829553,18989072,0.68
2019-08-21,Санкт-Петербург,chain,parliament,16258,12829553,18989072,0.68
2019-08-21,Санкт-Петербург,nonchain,parliament,52763,12829553,18989072,0.68
2019-08-21,Свердловская область,chain,parliament,15728,12829553,18989072,0.68
2019-08-21,Свердловская область,nonchain,parliament,38817,12829553,18989072,0.68
2019-08-21,г. Москва,chain,parliament,9547,12829553,18989072,0.68
2019-08-21,г. Москва,nonchain,parliament,78956,12829553,18989072,0.68
2019-08-22,Ленинградская область,chain,parliament,1820,12829553,18989072,0.68
2019-08-22,Ленинградская область,nonchain,parliament,57335,12829553,18989072,0.68
2019-08-22,Московская область,chain,parliament,5101,12829553,18989072,0.68
2019-08-22,Московская область,nonchain,parliament,54225,12829553,18989072,0.68
2019-08-22,Новосибирская область,chain,parliament,32687,12829553,18989072,0.68
2019-08-22,Новосибирская область,nonchain,parliament,38065,12829553,18989072,0.68
2019-08-22,Санкт-Петербург,chain,parliament,18359,12829553,18989072,0.68
2019-08-22,Санкт-Петербург,nonchain,parliament,46185,12829553,18989072,0.68
2019-08-22,Свердловская область,chain,parliament,17710,12829553,18989072,0.68
2019-08-22,Свердловская область,nonchain,parliament,45965,12829553,18989072,0.68
2019-08-22,г. Москва,chain,parliament,10556,12829553,18989072,0.68
2019-08-22,г. Москва,nonchain,parliament,57396,12829553,18989072,0.68
2019-08-23,Ленинградская область,chain,parliament,5367,12829553,18989072,0.68
2019-08-23,Ленинградская область,nonchain,parliament,70580,12829553,18989072,0.68
2019-08-23,Московская область,chain,parliament,6751,12829553,18989072,0.68
2019-08-23,Московская область,nonchain,parliament,70941,12829553,18989072,0.68
2019-08-23,Новосибирская область,chain,parliament,36162,12829553,18989072,0.68
2019-08-23,Новосибирская область,nonchain,parliament,36894,12829553,18989072,0.68
2019-08-23,Санкт-Петербург,chain,parliament,22607,12829553,18989072,0.68
2019-08-23,Санкт-Петербург,nonchain,parliament,63334,12829553,18989072,0.68
2019-08-23,Свердловская область,chain,parliament,17890,12829553,18989072,0.68
2019-08-23,Свердловская область,nonchain,parliament,53704,12829553,18989072,0.68
2019-08-23,г. Москва,chain,parliament,7856,12829553,18989072,0.68
2019-08-23,г. Москва,nonchain,parliament,76794,12829553,18989072,0.68
2019-08-24,Ленинградская область,chain,parliament,3123,12829553,18989072,0.68
2019-08-24,Ленинградская область,nonchain,parliament,80530,12829553,18989072,0.68
2019-08-24,Московская область,chain,parliament,11047,12829553,18989072,0.68
2019-08-24,Московская область,nonchain,parliament,60514,12829553,18989072,0.68
2019-08-24,Новосибирская область,chain,parliament,35713,12829553,18989072,0.68
2019-08-24,Новосибирская область,nonchain,parliament,36536,12829553,18989072,0.68
2019-08-24,Санкт-Петербург,chain,parliament,28287,12829553,18989072,0.68
2019-08-24,Санкт-Петербург,nonchain,parliament,57474,12829553,18989072,0.68
2019-08-24,Свердловская область,chain,parliament,27323,12829553,18989072,0.68
2019-08-24,Свердловская область,nonchain,parliament,40729,12829553,18989072,0.68
2019-08-24,г. Москва,chain,parliament,4335,12829553,18989072,0.68
2019-08-24,г. Москва,nonchain,parliament,76758,12829553,18989072,0.68
2019-08-25,Ленинградская область,chain,parliament,4800,12829553,18989072,0.68
2019-08-25,Ленинградская область,nonchain,parliament,67251,12829553,18989072,0.68
2019-08-25,Московская область,chain,parliament,3141,12829553,18989072,0.68
2019-08-25,Московская область,nonchain,parliament,50924,12829553,18989072,0.68
2019-08-25,Новосибирская область,chain,parliament,27085,12829553,18989072,0.68
2019-08-25,Новосибирская область,nonchain,parliament,38435,12829553,18989072,0.68
2019-08-25,Санкт-Петербург,chain,parliament,13000,12829553,18989072,0.68
2019-08-25,Санкт-Петербург,nonchain,parliament,49762,12829553,18989072,0.68
2019-08-25,Свердловская область,chain,parliament,15967,12829553,18989072,0.68
2019-08-25,Свердловская область,nonchain,parliament,40452,12829553,18989072,0.68
2019-08-25,г. Москва,chain,parliament,4672,12829553,18989072,0.68
2019-08-25,г. Москва,nonchain,parliament,47396,12829553,18989072,0.68
2019-08-26,Ленинградская область,chain,parliament,6725,12829553,18989072,0.68
2019-08-26,Ленинградская область,nonchain,parliament,52094,12829553,18989072,0.68
2019-08-26,Московская область,chain,parliament,4324,12829553,18989072,0.68
2019-08-26,Московская область,nonchain,parliament,56016,12829553,18989072,0.68
2019-08-26,Новосибирская область,chain,parliament,29137,12829553,18989072,0.68
2019-08-26,Новосибирская область,nonchain,parliament,27226,12829553,18989072,0.68
2019-08-26,Санкт-Петербург,chain,parliament,16650,12829553,18989072,0.68
2019-08-26,Санкт-Петербург,nonchain,parliament,70847,12829553,18989072,0.68
2019-08-26,Свердловская область,chain,parliament,13477,12829553,18989072,0.68
2019-08-26,Свердловская область,nonchain,parliament,39114,12829553,18989072,0.68
2019-08-26,г. Москва,chain,parliament,8908,12829553,18989072,0.68
2019-08-26,г. Москва,nonchain,parliament,71851,12829553,18989072,0.68
2019-08-27,Ленинградская область,chain,parliament,5714,12829553,18989072,0.68
2019-08-27,Ленинградская область,nonchain,parliament,53256,12829553,18989072,0.68
2019-08-27,Московская область,chain,parliament,6771,12829553,18989072,0.68
2019-08-27,Московская область,nonchain,parliament,53401,12829553,18989072,0.68
2019-08-27,Новосибирская область,chain,parliament,26139,12829553,18989072,0.68
2019-08-27,Новосибирская область,nonchain,parliament,35873,12829553,18989072,0.68
2019-08-27,Санкт-Петербург,chain,parliament,14275,12829553,18989072,0.68
2019-08-27,Санкт-Петербург,nonchain,parliament,44930,12829553,18989072,0.68
2019-08-27,Свердловская область,chain,parliament,17480,12829553,18989072,0.68
2019-08-27,Свердловская область,nonchain,parliament,53194,12829553,18989072,0.68
2019-08-27,г. Москва,chain,parliament,8846,12829553,18989072,0.68
2019-08-27,г. Москва,nonchain,parliament,62702,12829553,18989072,0.68
2019-08-28,Ленинградская область,chain,parliament,6222,12829553,18989072,0.68
2019-08-28,Ленинградская область,nonchain,parliament,63868,12829553,18989072,0.68
2019-08-28,Московская область,chain,parliament,6748,12829553,18989072,0.68
2019-08-28,Московская область,nonchain,parliament,59215,12829553,18989072,0.68
2019-08-28,Новосибирская область,chain,parliament,33509,12829553,18989072,0.68
2019-08-28,Новосибирская область,nonchain,parliament,34541,12829553,18989072,0.68
2019-08-28,Санкт-Петербург,chain,parliament,27139,12829553,18989072,0.68
2019-08-28,Санкт-Петербург,nonchain,parliament,57783,12829553,18989072,0.68
2019-08-28,Свердловская область,chain,parliament,15618,12829553,18989072,0.68
2019-08-28,Свердловская область,nonchain,parliament,39302,12829553,18989072,0.68
2019-08-28,г. Москва,chain,parliament,10454,12829553,18989072,0.68
2019-08-28,г. Москва,nonchain,parliament,94945,12829553,18989072,0.68
2019-08-29,Ленинградская область,chain,parliament,6354,12829553,18989072,0.68
2019-08-29,Ленинградская область,nonchain,parliament,63654,12829553,18989072,0.68
2019-08-29,Московская область,chain,parliament,4022,12829553,18989072,0.68
2019-08-29,Московская область,nonchain,parliament,67789,12829553,18989072,0.68
2019-08-29,Новосибирская область,chain,parliament,34603,12829553,18989072,0.68
2019-08-29,Новосибирская область,nonchain,parliament,47492,12829553,18989072,0.68
2019-08-29,Санкт-Петербург,chain,parliament,20585,12829553,18989072,0.68
2019-08-29,Санкт-Петербург,nonchain,parliament,63828,12829553,18989072,0.68
2019-08-29,Свердловская область,chain,parliament,16713,12829553,18989072,0.68
2019-08-29,Свердловская область,nonchain,parliament,52979,12829553,18989072,0.68
2019-08-29,г. Москва,chain,parliament,7138,12829553,18989072,0.68
2019-08-29,г. Москва,nonchain,parliament,64990,12829553,18989072,0.68
2019-08-30,Ленинградская область,chain,parliament,5384,12829553,18989072,0.68
2019-08-30,Ленинградская область,nonchain,parliament,70581,12829553,18989072,0.68
2019-08-30,Московская область,chain,parliament,7469,12829553,18989072,0.68
2019-08-30,Московская область,nonchain,parliament,55634,12829553,18989072,0.68
2019-08-30,Новосибирская область,chain,parliament,34252,12829553,18989072,0.68
2019-08-30,Новосибирская область,nonchain,parliament,38828,12829553,18989072,0.68
2019-08-30,Санкт-Петербург,chain,parliament,20344,12829553,18989072,0.68
2019-08-30,Санкт-Петербург,nonchain,parliament,60016,12829553,18989072,0.68
2019-08-30,Свердловская область,chain,parliament,29913,12829553,18989072,0.68
2019-08-30,Свердловская область,nonchain,parliament,57061,12829553,18989072,0.68
2019-08-30,г. Москва,chain,parliament,9683,12829553,18989072,0.68
2019-08-30,г. Москва,nonchain,parliament,63431,12829553,18989072,0.68
